,,,,nation,pos,age,born,90s,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard
,,,,,,,,,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt
league,season,team,player,,,,,,,,,,,,,,,
INT-World Cup,2022,Brazil,Lucas Paquetá,Brazil,MF,24,1997,3.5,1,4,4,100.0,1.15,1.15,0.25,0.25,0,0
INT-World Cup,2022,Brazil,Marquinhos,Brazil,DF,28,1994,4.7,0,2,0,0.0,0.42,0.0,0.0,,0,0
INT-World Cup,2022,Brazil,Neymar,Brazil,"MF,FW",30,1992,3.1,2,11,6,54.5,3.55,1.94,0.09,0.17,1,1
INT-World Cup,2022,Brazil,Pedro,Brazil,FW,24,1997,0.7,0,4,1,25.0,5.63,1.41,0.0,0.0,0,0
INT-World Cup,2022,Brazil,Raphinha,Brazil,"FW,MF",25,1996,3.5,0,8,6,75.0,2.29,1.71,0.0,0.0,0,0
INT-World Cup,2022,Brazil,Richarlison,Brazil,FW,25,1997,3.6,3,8,4,50.0,2.23,1.11,0.38,0.75,0,0
INT-World Cup,2022,Brazil,Rodrygo,Brazil,MF,21,2001,2.0,0,6,2,33.3,2.98,0.99,0.0,0.0,0,0
INT-World Cup,2022,Brazil,Thiago Silva,Brazil,DF,37,1984,4.3,0,2,0,0.0,0.46,0.0,0.0,,0,0
INT-World Cup,2022,Brazil,Vinicius Júnior,Brazil,"FW,MF",21,2000,3.3,1,9,4,44.4,2.71,1.2,0.11,0.25,0,0
INT-World Cup,2022,Brazil,Wéverton,Brazil,GK,34,1987,0.1,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Brazil,Éder Militão,Brazil,DF,24,1998,3.9,0,5,1,20.0,1.3,0.26,0.0,0.0,0,0
INT-World Cup,2022,Cameroon,Andre-Frank Zambo Anguissa,Cameroon,MF,26,1995,2.9,0,1,1,100.0,0.35,0.35,0.0,0.0,0,0
INT-World Cup,2022,Cameroon,André Onana,Cameroon,GK,26,1996,0.9,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Cameroon,Bryan Mbeumo,Cameroon,"FW,MF",22,1999,2.6,0,2,2,100.0,0.77,0.77,0.0,0.0,0,0
INT-World Cup,2022,Cameroon,Christian Bassogog,Cameroon,"FW,MF",26,1995,0.3,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Cameroon,Christopher Wooh,Cameroon,DF,20,2001,1.0,0,1,0,0.0,1.0,0.0,0.0,,0,0
INT-World Cup,2022,Cameroon,Collins Fai,Cameroon,DF,29,1992,3.0,0,1,0,0.0,0.33,0.0,0.0,,0,0
INT-World Cup,2022,Cameroon,Devis Epassy,Cameroon,GK,29,1993,2.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Cameroon,Enzo Ebosse,Cameroon,DF,23,1999,1.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Cameroon,Eric Maxim Choupo-Moting,Cameroon,FW,33,1989,2.8,1,3,2,66.7,1.07,0.71,0.33,0.5,0,0
INT-World Cup,2022,Cameroon,Gaël Ondoua,Cameroon,MF,26,1995,0.5,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Cameroon,Georges-Kévin N'Koudou,Cameroon,"FW,MF",27,1995,0.3,0,1,1,100.0,3.33,3.33,0.0,0.0,0,0
INT-World Cup,2022,Cameroon,Jean-Charles Castelletto,Cameroon,DF,27,1995,2.0,1,1,1,100.0,0.5,0.5,1.0,1.0,0,0
INT-World Cup,2022,Cameroon,Jerome Ngom Mbekeli,Cameroon,MF,23,1998,0.1,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Cameroon,Karl Toko Ekambi,Cameroon,FW,29,1992,1.8,0,2,1,50.0,1.08,0.54,0.0,0.0,0,0
INT-World Cup,2022,Cameroon,Martin Hongla,Cameroon,MF,24,1998,1.3,0,1,1,100.0,0.74,0.74,0.0,0.0,0,0
INT-World Cup,2022,Cameroon,Moumi Ngamaleu,Cameroon,MF,27,1994,1.1,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Cameroon,Nicolas Nkoulou,Cameroon,DF,32,1990,2.0,0,3,1,33.3,1.5,0.5,0.0,0.0,0,0
INT-World Cup,2022,Cameroon,Nouhou Tolo,Cameroon,DF,24,1997,3.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Cameroon,Olivier Ntcham,Cameroon,MF,26,1996,0.3,0,1,1,100.0,3.6,3.6,0.0,0.0,0,0
INT-World Cup,2022,Cameroon,Pierre Kunde,Cameroon,MF,26,1995,1.5,0,5,2,40.0,3.44,1.37,0.0,0.0,0,0
INT-World Cup,2022,Cameroon,Samuel Oum Gouet,Cameroon,MF,24,1997,1.1,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Cameroon,Vincent Aboubakar,Cameroon,FW,30,1992,1.6,2,6,3,50.0,3.8,1.9,0.33,0.67,0,0
INT-World Cup,2022,Canada,Alistair Johnston,Canada,DF,23,1998,3.0,0,2,1,50.0,0.67,0.33,0.0,0.0,0,0
INT-World Cup,2022,Canada,Alphonso Davies,Canada,"MF,FW",21,2000,3.0,1,4,2,50.0,1.33,0.67,0.25,0.5,0,1
INT-World Cup,2022,Canada,Atiba Hutchinson,Canada,MF,39,1983,1.8,0,2,0,0.0,1.13,0.0,0.0,,0,0
INT-World Cup,2022,Canada,Cyle Larin,Canada,FW,27,1995,1.5,0,3,1,33.3,1.97,0.66,0.0,0.0,0,0
INT-World Cup,2022,Canada,David Wotherspoon,Canada,MF,32,1990,0.2,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Canada,Ismaël Koné,Canada,MF,19,2002,1.2,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Canada,Jonathan David,Canada,FW,22,2000,2.1,0,8,1,12.5,3.75,0.47,0.0,0.0,0,0
INT-World Cup,2022,Canada,Jonathan Osorio,Canada,MF,30,1992,1.3,0,1,0,0.0,0.76,0.0,0.0,,0,0
INT-World Cup,2022,Canada,Junior Hoilett,Canada,MF,32,1990,1.8,0,4,0,0.0,2.24,0.0,0.0,,0,0
INT-World Cup,2022,Canada,Kamal Miller,Canada,DF,25,1997,3.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Canada,Liam Millar,Canada,"FW,MF",22,1999,0.1,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Canada,Lucas Cavallini,Canada,FW,29,1992,0.2,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Canada,Mark-Anthony Kaye,Canada,MF,27,1994,0.7,0,1,0,0.0,1.53,0.0,0.0,,0,0
INT-World Cup,2022,Canada,Milan Borjan,Canada,GK,34,1987,3.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Canada,Richie Laryea,Canada,"MF,DF",27,1995,1.8,0,2,0,0.0,1.13,0.0,0.0,,0,0
INT-World Cup,2022,Canada,Sam Adekugbe,Canada,DF,27,1995,1.1,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Canada,Stephen Eustáquio,Canada,MF,25,1996,1.4,0,3,0,0.0,2.16,0.0,0.0,,0,0
INT-World Cup,2022,Canada,Steven Vitória,Canada,DF,35,1987,3.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Canada,Tajon Buchanan,Canada,"MF,FW",23,1999,2.9,0,5,0,0.0,1.73,0.0,0.0,,0,0
INT-World Cup,2022,Costa Rica,Anthony Contreras,Costa Rica,FW,22,2000,1.4,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Costa Rica,Brandon Aguilera,Costa Rica,MF,18,2003,1.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Costa Rica,Bryan Oviedo,Costa Rica,DF,32,1990,2.9,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Costa Rica,Bryan Ruiz,Costa Rica,"FW,MF",36,1985,0.3,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Costa Rica,Carlos Martínez,Costa Rica,DF,23,1999,0.5,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Costa Rica,Celso Borges,Costa Rica,MF,34,1988,2.8,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Costa Rica,Daniel Chacón,Costa Rica,DF,21,2001,0.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Costa Rica,Francisco Calvo,Costa Rica,DF,29,1992,2.0,0,1,0,0.0,0.5,0.0,0.0,,0,0
INT-World Cup,2022,Costa Rica,Gerson Torres,Costa Rica,MF,24,1997,0.7,0,1,0,0.0,1.41,0.0,0.0,,0,0
INT-World Cup,2022,Costa Rica,Jewison Bennette,Costa Rica,MF,17,2004,1.1,0,1,0,0.0,0.87,0.0,0.0,,0,0
INT-World Cup,2022,Costa Rica,Joel Campbell,Costa Rica,"MF,FW",29,1992,3.0,0,1,0,0.0,0.33,0.0,0.0,,0,0
INT-World Cup,2022,Costa Rica,Johan Venegas,Costa Rica,FW,33,1988,0.8,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Costa Rica,Juan Pablo Vargas,Costa Rica,DF,27,1995,1.0,0,1,1,100.0,1.0,1.0,0.0,0.0,0,0
INT-World Cup,2022,Costa Rica,Kendall Waston,Costa Rica,DF,34,1988,2.5,0,1,1,100.0,0.4,0.4,0.0,0.0,0,0
INT-World Cup,2022,Costa Rica,Keylor Navas,Costa Rica,GK,35,1986,3.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Costa Rica,Keysher Fuller,Costa Rica,"DF,MF",27,1994,2.8,1,3,2,66.7,1.07,0.71,0.33,0.5,0,0
INT-World Cup,2022,Costa Rica,Roan Wilson,Costa Rica,FW,20,2002,0.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Costa Rica,Rónald Matarrita,Costa Rica,"DF,MF",27,1994,0.3,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Costa Rica,Yeltsin Tejeda,Costa Rica,MF,30,1992,3.0,1,2,2,100.0,0.67,0.67,0.5,0.5,0,0
INT-World Cup,2022,Costa Rica,Youstin Salas,Costa Rica,DF,25,1996,0.5,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Costa Rica,Álvaro Zamora,Costa Rica,FW,20,2002,0.3,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Costa Rica,Óscar Duarte,Costa Rica,DF,33,1989,3.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Croatia,Andrej Kramarić,Croatia,FW,30,1991,5.3,2,10,4,40.0,1.9,0.76,0.2,0.5,0,0
INT-World Cup,2022,Croatia,Ante Budimir,Croatia,FW,30,1991,0.6,0,1,0,0.0,1.64,0.0,0.0,,0,0
INT-World Cup,2022,Croatia,Borna Barišić,Croatia,DF,29,1992,1.3,0,1,0,0.0,0.75,0.0,0.0,,0,0
INT-World Cup,2022,Croatia,Borna Sosa,Croatia,DF,24,1998,4.7,0,2,0,0.0,0.42,0.0,0.0,,0,0
INT-World Cup,2022,Croatia,Bruno Petković,Croatia,FW,27,1994,2.6,1,1,1,100.0,0.38,0.38,1.0,1.0,0,0
INT-World Cup,2022,Croatia,Dejan Lovren,Croatia,DF,32,1989,6.7,0,4,1,25.0,0.6,0.15,0.0,0.0,0,0
INT-World Cup,2022,Croatia,Dominik Livaković,Croatia,GK,27,1995,7.7,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Croatia,Ivan Perišić,Croatia,"FW,MF",33,1989,7.4,1,16,4,25.0,2.15,0.54,0.06,0.25,0,0
INT-World Cup,2022,Croatia,Josip Juranović,Croatia,DF,26,1995,6.7,0,1,0,0.0,0.15,0.0,0.0,,0,0
INT-World Cup,2022,Croatia,Josip Stanišić,Croatia,DF,22,2000,1.0,0,1,0,0.0,1.0,0.0,0.0,,0,0
INT-World Cup,2022,Croatia,Josip Šutalo,Croatia,DF,22,2000,1.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Croatia,Joško Gvardiol,Croatia,DF,20,2002,7.7,1,2,1,50.0,0.26,0.13,0.5,1.0,0,0
INT-World Cup,2022,Croatia,Kristijan Jakić,Croatia,"DF,MF",25,1997,0.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Croatia,Lovro Majer,Croatia,MF,24,1998,1.4,1,4,2,50.0,2.77,1.38,0.25,0.5,0,0
INT-World Cup,2022,Croatia,Luka Modrić,Croatia,MF,36,1985,7.3,0,6,4,66.7,0.83,0.55,0.0,0.0,0,0
INT-World Cup,2022,Croatia,Marcelo Brozović,Croatia,MF,29,1992,6.1,0,4,2,50.0,0.65,0.33,0.0,0.0,0,0
INT-World Cup,2022,Croatia,Mario Pašalić,Croatia,FW,27,1995,3.0,0,3,0,0.0,1.0,0.0,0.0,,0,0
INT-World Cup,2022,Croatia,Marko Livaja,Croatia,FW,28,1993,2.7,1,6,4,66.7,2.24,1.49,0.17,0.25,0,0
INT-World Cup,2022,Croatia,Mateo Kovačić,Croatia,MF,28,1994,7.1,0,3,1,33.3,0.43,0.14,0.0,0.0,0,0
INT-World Cup,2022,Croatia,Mislav Oršić,Croatia,MF,29,1992,1.8,1,9,2,22.2,5.0,1.11,0.11,0.5,0,0
INT-World Cup,2022,Croatia,Nikola Vlašić,Croatia,FW,24,1997,2.3,0,5,1,20.0,2.15,0.43,0.0,0.0,0,0
INT-World Cup,2022,Denmark,Alexander Bah,Denmark,"DF,MF",24,1997,0.5,0,2,0,0.0,3.91,0.0,0.0,,0,0
INT-World Cup,2022,Denmark,Andreas Christensen,Denmark,DF,26,1996,3.0,1,2,1,50.0,0.67,0.33,0.5,1.0,0,0
INT-World Cup,2022,Denmark,Andreas Cornelius,Denmark,FW,29,1993,1.0,0,5,2,40.0,4.89,1.96,0.0,0.0,0,0
INT-World Cup,2022,Denmark,Andreas Skov Olsen,Denmark,FW,22,1999,1.5,0,4,1,25.0,2.73,0.68,0.0,0.0,0,0
INT-World Cup,2022,Denmark,Christian Eriksen,Denmark,MF,30,1992,3.0,0,4,1,25.0,1.33,0.33,0.0,0.0,0,0
INT-World Cup,2022,Denmark,Christian Nørgaard,Denmark,MF,28,1994,0.1,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Denmark,Jesper Lindstrøm,Denmark,FW,22,2000,2.2,0,3,1,33.3,1.35,0.45,0.0,0.0,0,0
INT-World Cup,2022,Denmark,Joachim Andersen,Denmark,DF,26,1996,3.0,0,4,1,25.0,1.33,0.33,0.0,0.0,0,0
INT-World Cup,2022,Denmark,Joakim Mæhle,Denmark,"MF,DF",25,1997,2.8,0,2,0,0.0,0.72,0.0,0.0,,0,0
INT-World Cup,2022,Denmark,Kasper Dolberg,Denmark,FW,24,1997,1.3,0,3,1,33.3,2.37,0.79,0.0,0.0,0,0
INT-World Cup,2022,Denmark,Kasper Schmeichel,Denmark,GK,35,1986,3.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Denmark,Martin Braithwaite,Denmark,FW,31,1991,1.1,0,1,0,0.0,0.87,0.0,0.0,,0,0
INT-World Cup,2022,Denmark,Mathias Jensen,Denmark,MF,26,1996,0.9,0,2,1,50.0,2.14,1.07,0.0,0.0,0,0
INT-World Cup,2022,Denmark,Mikkel Damsgaard,Denmark,FW,21,2000,1.7,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Denmark,Pierre Højbjerg,Denmark,MF,26,1995,3.0,0,2,1,50.0,0.67,0.33,0.0,0.0,0,0
INT-World Cup,2022,Denmark,Rasmus Kristensen,Denmark,"MF,DF",24,1997,2.5,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Denmark,Robert Skov,Denmark,"FW,MF",26,1996,0.2,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Denmark,Simon Kjær,Denmark,DF,33,1989,0.7,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Denmark,Thomas Delaney,Denmark,MF,30,1991,0.5,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Denmark,Victor Nelsson,Denmark,DF,23,1998,1.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Ecuador,Alan Franco,Ecuador,MF,23,1998,0.5,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Ecuador,Carlos Gruezo,Ecuador,MF,27,1995,0.5,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Ecuador,Djorkaeff Reasco,Ecuador,FW,23,1999,0.3,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Ecuador,Enner Valencia,Ecuador,FW,32,1989,2.8,3,9,4,44.4,3.18,1.41,0.22,0.5,1,1
INT-World Cup,2022,Ecuador,Félix Torres Caicedo,Ecuador,DF,25,1997,3.0,0,1,0,0.0,0.33,0.0,0.0,,0,0
INT-World Cup,2022,Ecuador,Gonzalo Plata,Ecuador,"FW,MF",21,2000,3.0,0,2,1,50.0,0.67,0.33,0.0,0.0,0,0
INT-World Cup,2022,Ecuador,Hernán Galíndez,Ecuador,GK,35,1987,3.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Ecuador,Jackson Porozo,Ecuador,DF,21,2000,1.1,0,1,0,0.0,0.94,0.0,0.0,,0,0
INT-World Cup,2022,Ecuador,Jeremy Sarmiento,Ecuador,MF,19,2002,0.9,0,1,1,100.0,1.06,1.06,0.0,0.0,0,0
INT-World Cup,2022,Ecuador,Jhegson Méndez,Ecuador,MF,25,1997,2.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Ecuador,José Cifuentes,Ecuador,MF,23,1999,0.7,0,1,1,100.0,1.53,1.53,0.0,0.0,0,0
INT-World Cup,2022,Ecuador,Kevin Rodríguez,Ecuador,FW,22,2000,0.0,0,2,1,50.0,90.0,45.0,0.0,0.0,0,0
INT-World Cup,2022,Ecuador,Michael Estrada,Ecuador,FW,26,1996,2.5,0,3,0,0.0,1.2,0.0,0.0,,0,0
INT-World Cup,2022,Ecuador,Moisés Caicedo,Ecuador,MF,20,2001,3.0,1,3,1,33.3,1.0,0.33,0.33,1.0,0,0
INT-World Cup,2022,Ecuador,Pervis Estupiñán,Ecuador,"DF,MF",24,1998,3.0,0,1,1,100.0,0.33,0.33,0.0,0.0,0,0
INT-World Cup,2022,Ecuador,Piero Hincapié,Ecuador,DF,20,2002,3.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Ecuador,Romario Ibarra,Ecuador,MF,27,1994,0.8,0,2,1,50.0,2.65,1.32,0.0,0.0,0,0
INT-World Cup,2022,Ecuador,Ángelo Preciado,Ecuador,"DF,MF",24,1998,2.9,0,4,0,0.0,1.36,0.0,0.0,,0,0
INT-World Cup,2022,England,Bukayo Saka,England,"FW,MF",20,2001,3.2,3,7,5,71.4,2.19,1.56,0.43,0.6,0,0
INT-World Cup,2022,England,Callum Wilson,England,FW,30,1992,0.5,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,England,Declan Rice,England,MF,23,1999,4.6,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,England,Eric Dier,England,"DF,MF",28,1994,0.4,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,England,Harry Kane,England,FW,28,1993,4.5,2,12,6,50.0,2.69,1.34,0.08,0.17,1,2
INT-World Cup,2022,England,Harry Maguire,England,DF,29,1993,4.8,0,6,2,33.3,1.26,0.42,0.0,0.0,0,0
INT-World Cup,2022,England,Jack Grealish,England,"FW,MF",26,1995,1.0,1,1,1,100.0,1.05,1.05,1.0,1.0,0,0
INT-World Cup,2022,England,John Stones,England,DF,28,1994,4.8,0,4,1,25.0,0.83,0.21,0.0,0.0,0,0
INT-World Cup,2022,England,Jordan Henderson,England,MF,31,1990,3.0,1,2,1,50.0,0.66,0.33,0.5,1.0,0,0
INT-World Cup,2022,England,Jordan Pickford,England,GK,28,1994,5.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,England,Jude Bellingham,England,MF,18,2003,4.6,1,5,3,60.0,1.09,0.65,0.2,0.33,0,0
INT-World Cup,2022,England,Kalvin Phillips,England,"DF,MF",26,1995,0.5,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,England,Kieran Trippier,England,DF,31,1990,2.3,0,1,0,0.0,0.44,0.0,0.0,,0,0
INT-World Cup,2022,England,Kyle Walker,England,DF,32,1990,2.6,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,England,Luke Shaw,England,DF,26,1995,4.7,0,3,1,33.3,0.64,0.21,0.0,0.0,0,0
INT-World Cup,2022,England,Marcus Rashford,England,MF,24,1997,1.6,3,11,6,54.5,7.07,3.86,0.27,0.5,0,0
INT-World Cup,2022,England,Mason Mount,England,MF,23,1999,2.1,0,4,1,25.0,1.94,0.48,0.0,0.0,0,0
INT-World Cup,2022,England,Phil Foden,England,"FW,MF",22,2000,2.9,1,6,1,16.7,2.09,0.35,0.17,1.0,0,0
INT-World Cup,2022,England,Raheem Sterling,England,"MF,FW",27,1994,1.7,1,1,1,100.0,0.6,0.6,1.0,1.0,0,0
INT-World Cup,2022,England,Trent Alexander-Arnold,England,"DF,MF",23,1998,0.4,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,France,Adrien Rabiot,France,MF,27,1995,5.4,1,9,4,44.4,1.68,0.75,0.11,0.25,0,0
INT-World Cup,2022,France,Antoine Griezmann,France,MF,31,1991,6.0,0,6,3,50.0,1.01,0.5,0.0,0.0,0,0
INT-World Cup,2022,France,Aurélien Tchouaméni,France,MF,22,2000,6.9,1,6,2,33.3,0.87,0.29,0.17,0.5,0,0
INT-World Cup,2022,France,Axel Disasi,France,DF,24,1998,1.0,0,1,0,0.0,0.98,0.0,0.0,,0,0
INT-World Cup,2022,France,Benjamin Pavard,France,DF,26,1996,1.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,France,Dayot Upamecano,France,DF,23,1998,5.3,0,1,0,0.0,0.19,0.0,0.0,,0,0
INT-World Cup,2022,France,Eduardo Camavinga,France,DF,19,2002,1.6,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,France,Hugo Lloris,France,GK,35,1986,6.3,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,France,Ibrahima Konaté,France,DF,23,1999,3.3,0,2,1,50.0,0.61,0.31,0.0,0.0,0,0
INT-World Cup,2022,France,Jordan Veretout,France,MF,29,1993,0.7,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,France,Jules Koundé,France,DF,23,1998,5.3,0,4,2,50.0,0.75,0.37,0.0,0.0,0,0
INT-World Cup,2022,France,Kingsley Coman,France,FW,26,1996,1.9,0,1,0,0.0,0.53,0.0,0.0,,0,0
INT-World Cup,2022,France,Kylian Mbappé,France,"MF,FW",23,1998,6.6,8,31,14,45.2,4.67,2.11,0.19,0.43,2,2
INT-World Cup,2022,France,Lucas Hernández,France,DF,26,1996,0.1,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,France,Marcus Thuram,France,"FW,MF",24,1997,1.7,0,1,0,0.0,0.6,0.0,0.0,,0,0
INT-World Cup,2022,France,Mattéo Guendouzi,France,FW,23,1999,0.9,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,France,Olivier Giroud,France,FW,35,1986,4.7,4,16,6,37.5,3.44,1.29,0.25,0.67,0,0
INT-World Cup,2022,France,Ousmane Dembélé,France,"MF,FW",25,1997,4.8,0,8,2,25.0,1.66,0.42,0.0,0.0,0,0
INT-World Cup,2022,France,Randal Kolo Muani,France,FW,23,1998,2.0,1,4,2,50.0,1.98,0.99,0.25,0.5,0,0
INT-World Cup,2022,France,Raphaël Varane,France,DF,29,1993,5.8,0,3,0,0.0,0.52,0.0,0.0,,0,0
INT-World Cup,2022,France,Steve Mandanda,France,GK,37,1985,1.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,France,Theo Hernández,France,DF,24,1997,5.6,1,5,2,40.0,0.89,0.35,0.2,0.5,0,0
INT-World Cup,2022,France,William Saliba,France,DF,21,2001,0.3,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,France,Youssouf Fofana,France,MF,23,1999,2.5,0,4,0,0.0,1.59,0.0,0.0,,0,0
INT-World Cup,2022,Germany,Antonio Rüdiger,Germany,DF,29,1993,3.0,0,6,1,16.7,2.0,0.33,0.0,0.0,0,0
INT-World Cup,2022,Germany,David Raum,Germany,DF,24,1998,2.7,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Germany,Jamal Musiala,Germany,MF,19,2003,2.9,0,12,3,25.0,4.19,1.05,0.0,0.0,0,0
INT-World Cup,2022,Germany,Jonas Hofmann,Germany,MF,29,1992,0.3,0,1,1,100.0,3.0,3.0,0.0,0.0,0,0
INT-World Cup,2022,Germany,Joshua Kimmich,Germany,"MF,DF",27,1995,3.0,0,7,4,57.1,2.33,1.33,0.0,0.0,0,0
INT-World Cup,2022,Germany,Kai Havertz,Germany,FW,23,1999,1.1,2,5,3,60.0,4.41,2.65,0.4,0.67,0,0
INT-World Cup,2022,Germany,Leon Goretzka,Germany,MF,27,1995,1.8,0,4,1,25.0,2.26,0.57,0.0,0.0,0,0
INT-World Cup,2022,Germany,Leroy Sané,Germany,MF,26,1996,1.2,0,3,0,0.0,2.43,0.0,0.0,,0,0
INT-World Cup,2022,Germany,Lukas Klostermann,Germany,"DF,MF",26,1996,0.7,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Germany,Manuel Neuer,Germany,GK,36,1986,3.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Germany,Mario Götze,Germany,"FW,MF",30,1992,0.4,0,1,1,100.0,2.5,2.5,0.0,0.0,0,0
INT-World Cup,2022,Germany,Matthias Ginter,Germany,"DF,MF",28,1994,0.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Germany,Niclas Füllkrug,Germany,FW,29,1993,0.8,2,8,3,37.5,10.43,3.91,0.25,0.67,0,0
INT-World Cup,2022,Germany,Nico Schlotterbeck,Germany,DF,22,1999,1.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Germany,Niklas Süle,Germany,DF,26,1995,3.0,0,1,0,0.0,0.33,0.0,0.0,,0,0
INT-World Cup,2022,Germany,Serge Gnabry,Germany,MF,26,1995,2.9,1,12,4,33.3,4.11,1.37,0.08,0.25,0,0
INT-World Cup,2022,Germany,Thilo Kehrer,Germany,DF,25,1996,0.8,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Germany,Thomas Müller,Germany,"FW,MF",32,1989,2.2,0,3,0,0.0,1.34,0.0,0.0,,0,0
INT-World Cup,2022,Germany,Youssoufa Moukoko,Germany,FW,17,2004,0.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Germany,İlkay Gündoğan,Germany,MF,31,1990,2.1,1,6,3,50.0,2.86,1.43,0.0,0.0,1,1
INT-World Cup,2022,Ghana,Abdul Fatawu Issahaku,Ghana,"FW,MF",18,2004,0.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Ghana,Abdul Rahman Baba,Ghana,"MF,DF",27,1994,2.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Ghana,Alexander Djiku,Ghana,DF,27,1994,1.1,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Ghana,Alidu Seidu,Ghana,"MF,DF",22,2000,1.7,0,1,0,0.0,0.58,0.0,0.0,,0,0
INT-World Cup,2022,Ghana,André Ayew,Ghana,"MF,FW",32,1989,2.2,1,2,2,100.0,0.91,0.91,0.5,0.5,0,1
